title,content,url,source,published_date
Akademisi: SE2026 di Semarang Penting untuk Kebijakan Ekonomi Lokal,"Kalangan asosiasi pengusaha di Semarang menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Semarang. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Radar Madura,2026-04-17
Sejumlah Kendala Warnai Pencacahan SE2026 di Ponorogo,"Sejumlah petugas SE2026 di Ponorogo melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Ponorogo. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Liputan6,2026-04-18
Sinyal Internet Jadi Kendala Petugas SE2026 di Bangkalan,"Sejumlah petugas SE2026 di Bangkalan melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Bangkalan. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Kontan,2026-04-09
Petugas SE2026 di Jember Hadapi Kendala Akses Wilayah Terpencil,"Petugas SE2026 di Jember mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Media Indonesia,2026-04-21
BPS: 900 ribu Unit Usaha di Madiun Sudah Terdata dalam SE2026,"BPS melaporkan progres pencacahan lapangan SE2026 di Madiun telah mencapai 53 persen dari total target unit usaha. BPS menargetkan seluruh unit usaha di Madiun dapat tercakup sebelum tenggat waktu nasional yang ditetapkan. Progres pencacahan di wilayah perkotaan Madiun cenderung lebih cepat dibanding wilayah pedesaan. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Madiun. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Rilis Resmi BPS,2026-04-26
Sinyal Internet Jadi Kendala Petugas SE2026 di Pekanbaru,"Sejumlah petugas SE2026 di Pekanbaru melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Pekanbaru. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Sindonews,2026-04-27
Akademisi: SE2026 di Bandung Penting untuk Kebijakan Ekonomi Lokal,"Sejumlah lembaga perbankan di Bandung menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Bandung. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Warta Ekonomi,2026-04-08
Pelaku Usaha di Pontianak Sambut Antusias Petugas SE2026,"Sejumlah pedagang di Pontianak menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Interaksi yang ramah antara petugas dan responden dinilai membantu kelancaran proses pendataan di lapangan. Mereka menilai proses pendataan berjalan singkat dan tidak mengganggu aktivitas berjualan sehari-hari. ""Awalnya was-was, tapi ternyata santai kok prosesnya,"" kata pemilik warung makan di Pontianak. Respons positif ini diharapkan mempercepat penyelesaian tahap pencacahan di wilayah Pontianak.",,Radar Surabaya,2026-04-14
Sinyal Internet Jadi Kendala Petugas SE2026 di Balikpapan,"Petugas SE2026 di Balikpapan mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Tribunnews,2026-04-09
Pencacahan Lapangan SE2026 Resmi Dimulai di Kediri,"BPS resmi memulai tahap pencacahan lapangan Sensus Ekonomi 2026 di Kediri, dengan petugas mulai mendatangi unit usaha dari rumah ke rumah dan sentra usaha. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. Proses pencacahan tahap awal ini ditargetkan rampung dalam beberapa bulan ke depan sesuai jadwal nasional. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Kediri. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,IDN Times,2026-04-15
Perbankan di Jember Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Kalangan asosiasi pengusaha di Jember menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Jember. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Trenasia,2026-04-05
Perbankan di Semarang Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Kalangan asosiasi pengusaha di Semarang menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Semarang. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,JPNN,2026-04-09
Asosiasi Pengusaha Sidoarjo Apresiasi Persiapan SE2026,"Sejumlah lembaga perbankan di Sidoarjo menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Sidoarjo. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Times Indonesia,2026-04-25
Perbankan di Pamekasan Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Kalangan asosiasi pengusaha di Pamekasan menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Pamekasan. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Detik,2026-04-11
Sinyal Internet Jadi Kendala Petugas SE2026 di Ponorogo,"Sejumlah petugas SE2026 di Ponorogo melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Tempo,2026-04-25
Pencacahan Lapangan SE2026 Resmi Dimulai di Denpasar,"Ribuan petugas mulai turun ke lapangan di Denpasar untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. Petugas mendatangi berbagai jenis usaha, mulai dari pedagang kaki lima, toko kelontong, hingga perusahaan skala menengah. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Denpasar. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,Rilis Resmi BPS,2026-04-16
"Capaian SE2026 di Denpasar Sesuai Target, Ini Datanya","BPS melaporkan progres pencacahan lapangan SE2026 di Denpasar telah mencapai 92 persen dari total target unit usaha. BPS menargetkan seluruh unit usaha di Denpasar dapat tercakup sebelum tenggat waktu nasional yang ditetapkan. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Denpasar. Data sementara ini masih akan terus diperbarui hingga tahap pencacahan rampung sepenuhnya.",,CNN Indonesia,2026-04-06
Petugas SE2026 Mulai Turun ke Lapangan di Madiun,"Ribuan petugas mulai turun ke lapangan di Madiun untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. Petugas mendatangi berbagai jenis usaha, mulai dari pedagang kaki lima, toko kelontong, hingga perusahaan skala menengah. BPS Madiun mengerahkan 900 ribu petugas untuk menjangkau seluruh wilayah kerja yang telah dipetakan sebelumnya. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Madiun. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,Madura Pos,2026-04-25
Pekanbaru Mulai Tahap Pencacahan Sensus Ekonomi 2026,"Ribuan petugas mulai turun ke lapangan di Pekanbaru untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. Proses pencacahan tahap awal ini ditargetkan rampung dalam beberapa bulan ke depan sesuai jadwal nasional. ""Prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pelaku usaha di Pekanbaru yang baru saja didata. Tahap pencacahan akan terus berlangsung hingga seluruh unit usaha di Pekanbaru tercakup.",,Bangkalan Terkini,2026-04-17
Petugas SE2026 Mulai Turun ke Lapangan di Manado,"Ribuan petugas mulai turun ke lapangan di Manado untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. Proses pencacahan tahap awal ini ditargetkan rampung dalam beberapa bulan ke depan sesuai jadwal nasional. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Manado. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,Warta Ekonomi,2026-04-11
Petugas SE2026 Mulai Turun ke Lapangan di Sumenep,"BPS resmi memulai tahap pencacahan lapangan Sensus Ekonomi 2026 di Sumenep, dengan petugas mulai mendatangi unit usaha dari rumah ke rumah dan sentra usaha. BPS Sumenep mengerahkan 230 ribu petugas untuk menjangkau seluruh wilayah kerja yang telah dipetakan sebelumnya. Petugas mendatangi berbagai jenis usaha, mulai dari pedagang kaki lima, toko kelontong, hingga perusahaan skala menengah. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Sumenep. Tahap pencacahan akan terus berlangsung hingga seluruh unit usaha di Sumenep tercakup.",,Jawa Pos,2026-04-20
Sinyal Internet Jadi Kendala Petugas SE2026 di Jakarta Pusat,"Petugas SE2026 di Jakarta Pusat mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Jakarta Pusat. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,JPNN,2026-04-08
Asosiasi Pengusaha Lamongan Apresiasi Persiapan SE2026,"Kalangan asosiasi pengusaha di Lamongan menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Lamongan. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Katadata,2026-04-20
Petugas SE2026 Mulai Turun ke Lapangan di Kupang,"Ribuan petugas mulai turun ke lapangan di Kupang untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. BPS Kupang mengerahkan 1,8 juta petugas untuk menjangkau seluruh wilayah kerja yang telah dipetakan sebelumnya. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. ""Prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pelaku usaha di Kupang yang baru saja didata. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,Merdeka.com,2026-04-07
"BPS: 1,8 juta Unit Usaha di Probolinggo Sudah Terdata dalam SE2026","BPS melaporkan progres pencacahan lapangan SE2026 di Probolinggo telah mencapai 31 persen dari total target unit usaha. Progres pencacahan di wilayah perkotaan Probolinggo cenderung lebih cepat dibanding wilayah pedesaan. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Probolinggo. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Kompas.com,2026-04-13
Petugas SE2026 Mulai Turun ke Lapangan di Balikpapan,"Ribuan petugas mulai turun ke lapangan di Balikpapan untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. Petugas mendatangi berbagai jenis usaha, mulai dari pedagang kaki lima, toko kelontong, hingga perusahaan skala menengah. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Balikpapan. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,Bangkalan Terkini,2026-04-24
Warga Denpasar Beri Respons Positif Proses Pendataan SE2026,"Sejumlah pedagang di Denpasar menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Mereka menilai proses pendataan berjalan singkat dan tidak mengganggu aktivitas berjualan sehari-hari. Sebagian pelaku usaha bahkan mengaku baru memahami manfaat sensus setelah berbincang langsung dengan petugas. ""Awalnya was-was, tapi ternyata santai kok prosesnya,"" kata pemilik warung makan di Denpasar. BPS berharap sambutan serupa terus terjadi di wilayah-wilayah lain yang belum dicacah.",,Merdeka.com,2026-04-05
"Capaian SE2026 di Balikpapan Sesuai Target, Ini Datanya","BPS Balikpapan mencatat lebih dari 1,8 juta unit usaha berhasil terdata sejauh ini dalam pelaksanaan SE2026. Capaian ini dinilai sesuai target awal meskipun sejumlah wilayah masih menghadapi tantangan cuaca dan aksesibilitas. Progres pencacahan di wilayah perkotaan Balikpapan cenderung lebih cepat dibanding wilayah pedesaan. ""Kami optimistis target dapat tercapai sebelum akhir semester pertama,"" kata Kepala BPS Balikpapan. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Merdeka.com,2026-04-14
Tuban Mulai Tahap Pencacahan Sensus Ekonomi 2026,"Ribuan petugas mulai turun ke lapangan di Tuban untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. Proses pencacahan tahap awal ini ditargetkan rampung dalam beberapa bulan ke depan sesuai jadwal nasional. BPS Tuban mengerahkan 1,1 juta petugas untuk menjangkau seluruh wilayah kerja yang telah dipetakan sebelumnya. ""Prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pelaku usaha di Tuban yang baru saja didata. Tahap pencacahan akan terus berlangsung hingga seluruh unit usaha di Tuban tercakup.",,Media Indonesia,2026-04-20
Petugas SE2026 Mulai Turun ke Lapangan di Pontianak,"BPS resmi memulai tahap pencacahan lapangan Sensus Ekonomi 2026 di Pontianak, dengan petugas mulai mendatangi unit usaha dari rumah ke rumah dan sentra usaha. BPS Pontianak mengerahkan 1,1 juta petugas untuk menjangkau seluruh wilayah kerja yang telah dipetakan sebelumnya. Proses pencacahan tahap awal ini ditargetkan rampung dalam beberapa bulan ke depan sesuai jadwal nasional. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Pontianak. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,Republika,2026-04-08
BPS: 350 ribu Unit Usaha di Blitar Sudah Terdata dalam SE2026,"BPS Blitar mencatat lebih dari 1,1 juta unit usaha berhasil terdata sejauh ini dalam pelaksanaan SE2026. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. BPS menargetkan seluruh unit usaha di Blitar dapat tercakup sebelum tenggat waktu nasional yang ditetapkan. ""Kami optimistis target dapat tercapai sebelum akhir semester pertama,"" kata Kepala BPS Blitar. Data sementara ini masih akan terus diperbarui hingga tahap pencacahan rampung sepenuhnya.",,Times Indonesia,2026-04-03
Gresik Mulai Tahap Pencacahan Sensus Ekonomi 2026,"Ribuan petugas mulai turun ke lapangan di Gresik untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. Proses pencacahan tahap awal ini ditargetkan rampung dalam beberapa bulan ke depan sesuai jadwal nasional. ""Prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pelaku usaha di Gresik yang baru saja didata. Tahap pencacahan akan terus berlangsung hingga seluruh unit usaha di Gresik tercakup.",,Kompas.com,2026-04-28
"Capaian SE2026 di Surabaya Sesuai Target, Ini Datanya","BPS melaporkan progres pencacahan lapangan SE2026 di Surabaya telah mencapai 78 persen dari total target unit usaha. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. BPS menargetkan seluruh unit usaha di Surabaya dapat tercakup sebelum tenggat waktu nasional yang ditetapkan. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Surabaya. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Rilis Resmi BPS,2026-04-18
Jember Mulai Tahap Pencacahan Sensus Ekonomi 2026,"Ribuan petugas mulai turun ke lapangan di Jember untuk melakukan pendataan unit usaha menggunakan aplikasi CAPI. BPS Jember mengerahkan 120 ribu petugas untuk menjangkau seluruh wilayah kerja yang telah dipetakan sebelumnya. Petugas mendatangi berbagai jenis usaha, mulai dari pedagang kaki lima, toko kelontong, hingga perusahaan skala menengah. ""Prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pelaku usaha di Jember yang baru saja didata. BPS mengimbau pelaku usaha untuk kooperatif saat didatangi petugas resmi bertanda pengenal.",,Investor Daily,2026-04-10
Asosiasi Pengusaha Surabaya Apresiasi Persiapan SE2026,"Kalangan asosiasi pengusaha di Surabaya menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Surabaya. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Republika,2026-04-03
Progres Pencacahan SE2026 di Madiun Capai 37 Persen,"BPS melaporkan progres pencacahan lapangan SE2026 di Madiun telah mencapai 82 persen dari total target unit usaha. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. Capaian ini dinilai sesuai target awal meskipun sejumlah wilayah masih menghadapi tantangan cuaca dan aksesibilitas. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Madiun. Data sementara ini masih akan terus diperbarui hingga tahap pencacahan rampung sepenuhnya.",,Trenasia,2026-04-04
Progres Pencacahan SE2026 di Malang Capai 96 Persen,"BPS Malang mencatat lebih dari 230 ribu unit usaha berhasil terdata sejauh ini dalam pelaksanaan SE2026. BPS menargetkan seluruh unit usaha di Malang dapat tercakup sebelum tenggat waktu nasional yang ditetapkan. Capaian ini dinilai sesuai target awal meskipun sejumlah wilayah masih menghadapi tantangan cuaca dan aksesibilitas. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Malang. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Merdeka.com,2026-04-15
Progres Pencacahan SE2026 di Bekasi Capai 83 Persen,"BPS Bekasi mencatat lebih dari 750 ribu unit usaha berhasil terdata sejauh ini dalam pelaksanaan SE2026. Progres pencacahan di wilayah perkotaan Bekasi cenderung lebih cepat dibanding wilayah pedesaan. BPS menargetkan seluruh unit usaha di Bekasi dapat tercakup sebelum tenggat waktu nasional yang ditetapkan. ""Kami optimistis target dapat tercapai sebelum akhir semester pertama,"" kata Kepala BPS Bekasi. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Jawa Pos,2026-04-05
Asosiasi Pengusaha Bojonegoro Apresiasi Persiapan SE2026,"Sejumlah lembaga perbankan di Bojonegoro menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Bojonegoro. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Validnews,2026-04-15
Madiun Mulai Tahap Pencacahan Sensus Ekonomi 2026,"BPS resmi memulai tahap pencacahan lapangan Sensus Ekonomi 2026 di Madiun, dengan petugas mulai mendatangi unit usaha dari rumah ke rumah dan sentra usaha. Setiap unit usaha yang terdata akan mendapatkan tanda bukti telah mengikuti proses sensus. Proses pencacahan tahap awal ini ditargetkan rampung dalam beberapa bulan ke depan sesuai jadwal nasional. ""Kami targetkan seluruh wilayah tercakup sebelum akhir semester pertama,"" kata Kepala BPS Madiun. Tahap pencacahan akan terus berlangsung hingga seluruh unit usaha di Madiun tercakup.",,Trenasia,2026-04-18
Pelaku Usaha di Kupang Sambut Antusias Petugas SE2026,"Sejumlah pedagang di Kupang menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Mereka menilai proses pendataan berjalan singkat dan tidak mengganggu aktivitas berjualan sehari-hari. Interaksi yang ramah antara petugas dan responden dinilai membantu kelancaran proses pendataan di lapangan. ""Awalnya was-was, tapi ternyata santai kok prosesnya,"" kata pemilik warung makan di Kupang. Respons positif ini diharapkan mempercepat penyelesaian tahap pencacahan di wilayah Kupang.",,Tempo,2026-04-04
Sinyal Internet Jadi Kendala Petugas SE2026 di Ambon,"Sejumlah petugas SE2026 di Ambon melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Berita Satu,2026-04-11
Pelaku Usaha di Pamekasan Sambut Antusias Petugas SE2026,"Sejumlah pedagang di Pamekasan menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Sebagian pelaku usaha bahkan mengaku baru memahami manfaat sensus setelah berbincang langsung dengan petugas. Interaksi yang ramah antara petugas dan responden dinilai membantu kelancaran proses pendataan di lapangan. ""Awalnya was-was, tapi ternyata santai kok prosesnya,"" kata pemilik warung makan di Pamekasan. BPS berharap sambutan serupa terus terjadi di wilayah-wilayah lain yang belum dicacah.",,JPNN,2026-04-05
Sejumlah Kendala Warnai Pencacahan SE2026 di Padang,"Sejumlah petugas SE2026 di Padang melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Kumparan,2026-04-23
Progres Pencacahan SE2026 di Manado Capai 29 Persen,"BPS Manado mencatat lebih dari 1,8 juta unit usaha berhasil terdata sejauh ini dalam pelaksanaan SE2026. BPS menargetkan seluruh unit usaha di Manado dapat tercakup sebelum tenggat waktu nasional yang ditetapkan. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Manado. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Rilis Resmi BPS,2026-04-22
